         833757494 function calls (832735788 primitive calls) in 1465.949 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   140/85    0.003    0.000    0.851    0.010 lowering.py:220(lower_block)
        3    0.000    0.000    0.851    0.284 resnet.py:698(resnet50)
        3    0.001    0.000    0.851    0.284 resnet.py:288(_resnet)
2030/1399    0.005    0.000    0.843    0.001 lowering.py:321(lower_inst)
        1    0.000    0.000    0.830    0.830 cloud_io.py:25(load)
    16884    0.128    0.000    0.826    0.000 PngImagePlugin.py:673(_open)
     4063    0.036    0.000    0.814    0.000 std.py:1198(update)
    26534    0.135    0.000    0.803    0.000 request.py:89(__init__)
    79695    0.797    0.000    0.797    0.000 {built-in method torch.batch_norm}
    12559    0.795    0.000    0.795    0.000 {method 'float' of 'torch._C._TensorBase' objects}
    16884    0.017    0.000    0.786    0.000 PngImagePlugin.py:879(load_prepare)
    16884    0.021    0.000    0.768    0.000 ImageFile.py:288(load_prepare)
    26532    0.227    0.000    0.764    0.000 pathlib.py:321(_resolve)
     4068    0.016    0.000    0.756    0.000 std.py:1325(refresh)
    43418    0.058    0.000    0.747    0.000 request.py:302(get_file)
    16884    0.746    0.000    0.746    0.000 {built-in method PIL._imaging.new}
    29453    0.080    0.000    0.743    0.000 PngImagePlugin.py:1011(putchunk)
     5790    0.081    0.000    0.729    0.000 utils.py:499(safe_as_int)
     5790    0.011    0.000    0.709    0.000 {method 'min' of 'numpy.ndarray' objects}
     3381    0.008    0.000    0.706    0.000 _tensor.py:613(unique)
    43694    0.059    0.000    0.704    0.000 pathlib.py:678(_from_parts)
     4073    0.013    0.000    0.702    0.000 std.py:1464(display)
     1930    0.122    0.000    0.699    0.000 utils.py:108(crop)
     5790    0.006    0.000    0.698    0.000 _methods.py:42(_amin)
     9650    0.018    0.000    0.695    0.000 format.py:172(get_writer)
    16884    0.012    0.000    0.692    0.000 format.py:187(can_read)
     3381    0.005    0.000    0.687    0.000 functional.py:845(_return_output)
  886/620    0.001    0.000    0.685    0.001 lowering.py:492(lower_assign)
     3381    0.005    0.000    0.682    0.000 functional.py:688(_unique_impl)
    16884    0.068    0.000    0.680    0.000 pillow.py:101(_can_read)
     3381    0.678    0.000    0.678    0.000 {built-in method torch._unique2}
    10153    0.012    0.000    0.662    0.000 PngImagePlugin.py:1029(write)
    85736    0.302    0.000    0.657    0.000 pathlib.py:64(parse_parts)
    26534    0.197    0.000    0.653    0.000 request.py:133(_parse_uri)
      484    0.007    0.000    0.653    0.001 dataloader.py:676(__next__)
     9650    0.359    0.000    0.651    0.000 format.py:699(search_write_format)
    10642    0.559    0.000    0.647    0.000 ffi.py:149(__call__)
     9650    0.023    0.000    0.638    0.000 pillow.py:320(_open)
     1930    0.327    0.000    0.619    0.000 DecaUtils.py:665(plot_kpts)
     9650    0.032    0.000    0.608    0.000 pillow.py:189(_open)
  1434916    0.604    0.000    0.606    0.000 module.py:1194(__getattr__)
      484    0.004    0.000    0.605    0.001 dataloader.py:1329(_next_data)
  477/342    0.002    0.000    0.588    0.002 lowering.py:997(lower_expr)
      402    0.001    0.000    0.580    0.001 conv.py:425(__init__)
     5790    0.057    0.000    0.577    0.000 utils.py:1476(assert_allclose)
      402    0.002    0.000    0.577    0.001 conv.py:67(__init__)
      483    0.001    0.000    0.554    0.001 dataloader.py:1296(_get_data)
      483    0.002    0.000    0.553    0.001 dataloader.py:1150(_try_get_data)
